word	positive	negative	anger	anticipation	disgust	fear	joy	sadness	surprise	trust
verdienstlicher	1	0	0	0	0	0	1	0	0	1
verdienstliches	1	0	0	0	0	0	1	0	0	1
Veltz	1	0	0	0	0	0	0	0	0	0
edeln	1	0	0	0	0	0	0	0	0	1
unterstüzzten	1	0	0	0	0	0	0	0	0	0
pündtnissen	1	0	0	0	0	0	0	0	0	1
Ferlangen	0	0	0	1	0	0	0	0	0	0
GGott	1	0	0	1	0	1	1	0	0	1
aufgeregteste	1	0	0	1	0	0	1	0	1	1
hässes	0	1	1	0	1	1	0	1	0	0
vorbothen	0	1	1	1	0	1	0	0	0	0
entdeekte	1	0	0	0	0	0	0	0	0	0
Schultherrn	1	0	0	0	0	0	0	0	0	1
verkörperlichten	1	0	0	0	0	0	0	0	0	0
allzuwoll	0	1	0	0	0	0	0	1	0	0
barmherz'ge	1	0	0	0	0	0	0	0	0	0
verdienstlichen	1	0	0	0	0	0	1	0	0	1
Rasereyen	0	1	0	0	0	0	0	0	0	0
menschlich es	1	0	0	0	0	0	0	0	0	0
sofort	1	1	0	1	0	0	0	0	0	0
inspirire	1	0	0	0	0	0	1	0	1	1
Ungelücke	0	1	1	0	0	1	0	1	0	0
hag'rer	0	1	0	0	0	0	0	0	0	0
Eyd-Genosse	1	0	0	0	0	0	0	0	0	1
Kostbahr	1	0	0	1	0	0	1	0	1	0
Feldgen	1	0	0	0	0	0	0	0	0	0
heimbgesucht	0	1	0	0	0	1	0	1	0	0
Ungelücks	0	1	1	0	0	1	0	1	0	0
Theilt '	0	1	0	0	0	0	0	0	0	0
Jntellect	1	0	0	0	0	0	0	0	0	0
Konstruieren	1	0	0	0	0	0	0	0	0	0
Treuloses	0	1	0	0	0	0	0	1	0	0
Sanitäre	1	0	0	0	0	0	0	0	0	0
Vberschreittung	0	1	0	0	0	0	0	0	0	0
schmutzge	0	1	1	0	1	1	0	1	0	0
Sühnde	0	1	1	0	1	1	0	1	0	0
Geburts-Tägen	1	0	0	1	0	0	1	0	1	0
auszulaßen	0	1	0	0	0	0	0	0	0	0
cleyne	0	1	0	0	0	0	0	0	0	0
teglichem	0	0	0	1	0	0	0	0	0	0
verstossenem	0	1	0	0	0	0	0	0	0	0
Trechter	1	0	0	0	0	0	0	0	0	1
Sternae	1	0	0	1	0	0	1	0	0	1
Almächtiger	1	0	0	0	0	0	0	0	0	0
Blutägeln	0	1	0	0	1	1	0	0	0	0
verbothe	0	1	0	0	0	0	0	0	0	0
Kopfschmertzen	0	1	0	0	0	0	0	0	0	0
Magee	0	0	0	0	0	1	0	0	0	0
Kahren	0	0	0	0	1	0	0	0	0	0
schmuzzig	0	1	1	0	1	1	0	1	0	0
verstossenes	0	1	0	0	0	0	0	0	0	0
befesttget	1	0	0	0	0	0	0	0	0	0
teglicher	0	0	0	1	0	0	0	0	0	0
tegliches	0	0	0	1	0	0	0	0	0	0
ved	0	1	0	0	1	0	0	1	0	0
machent	1	0	0	0	0	0	0	0	0	0
heittere	1	0	0	0	0	0	1	0	1	0
außschliesse	0	1	0	0	1	0	0	1	0	0
allerglücklichsten	1	0	0	1	0	0	1	0	0	1
nüzlichen	1	0	0	0	0	0	0	0	0	0
hohm	0	1	0	0	0	0	0	0	0	0
Schiffa	0	1	0	0	0	0	0	0	0	0
hohr	0	1	0	0	0	0	0	0	0	0
Oficiere	1	0	0	0	0	0	0	0	0	1
vereyn	0	0	0	0	0	0	0	0	0	1
Krancken-Häuser	0	0	0	0	0	1	0	1	0	1
machend	1	0	0	0	0	0	0	0	0	0
zeihen '	0	1	0	0	0	0	0	1	0	0
weltlig	0	0	0	1	0	0	0	0	0	0
Psunden	0	1	1	0	0	0	0	0	0	0
Verheimlichungen	0	1	1	1	0	1	0	0	0	0
Geschlächt	1	0	0	1	0	0	1	0	0	1
verlörn	0	1	0	0	0	1	0	0	0	0
angenemme	1	0	0	1	0	0	1	0	1	1
schmertzhafte	0	1	0	0	0	0	0	1	0	0
machenn	1	0	0	0	0	0	0	0	0	0
Cannibalen	0	1	0	0	1	1	0	0	0	0
Innert	0	1	0	0	0	0	0	0	0	0
CEREMONIEN	1	0	0	0	0	0	1	0	1	0
vertheigt	0	1	1	0	0	1	0	0	0	0
zwietracht	0	1	1	0	1	0	0	0	0	0
fleischiche	0	1	0	0	0	0	0	0	0	0
Meisterstüken	1	0	0	0	0	0	1	0	0	0
Socialist	0	1	1	0	1	1	0	1	0	0
Schnapps	0	1	1	0	0	0	1	1	0	0
Maximum	1	0	0	0	0	0	0	0	0	0
fülte	0	0	0	0	0	0	0	0	0	1
Langen	0	0	0	1	0	0	0	0	0	0
Ehlend	0	1	1	0	1	1	0	1	0	0
fleischicht	0	1	0	0	0	0	0	0	0	0
Innerm	1	0	0	0	1	0	0	0	0	1
Cannibales	0	1	0	0	1	1	0	0	0	0
emessen	1	0	0	0	0	0	0	0	0	1
Verbedeutung	1	0	0	1	0	0	0	0	0	0
gier'ge	0	1	0	0	1	0	0	0	0	0
spalten '	0	0	0	0	0	1	0	0	0	0
anhengeren	0	0	0	0	0	0	0	0	0	1
gründtlicher	0	0	0	1	0	1	1	0	0	0
gründtliches	0	0	0	1	0	1	1	0	0	0
verstrikkt	0	1	1	0	1	1	0	1	0	0
gründtlichen	0	0	0	1	0	1	1	0	0	0
ansteckendsten	0	1	0	0	1	1	0	0	0	0
WISS	0	1	0	0	0	1	0	1	0	0
gründtlichem	0	0	0	1	0	1	1	0	0	0
versterbst	0	1	0	0	0	0	0	1	0	0
neid'sche	0	1	1	0	1	0	0	0	0	0
Schwimmen	1	0	0	1	0	1	1	0	0	0
hühngen	0	0	0	0	0	1	0	0	0	0
sühnt	1	0	0	1	0	0	1	0	0	1
Aufgeregte	1	0	0	1	0	0	1	0	1	1
verstimmst	0	1	1	0	1	0	0	1	0	0
verrätter	0	1	1	0	1	1	0	1	0	0
Rahtgebern	0	1	1	0	0	1	0	0	0	1
vorherbereitet	1	0	0	1	0	0	0	0	0	1
mieten	1	0	0	1	0	0	1	0	0	1
erweiteret	1	0	0	0	0	0	0	0	0	0
gewahrnt	0	1	0	1	0	1	0	0	1	1
regelrechtesten	0	0	0	0	0	0	0	0	0	1
schrei'n	0	1	0	0	0	0	0	1	0	0
czerstorung	0	1	1	0	0	1	0	1	0	0
schlißliches	1	0	0	1	1	0	1	0	1	1
verwüftet	0	1	1	0	0	1	0	1	0	0
mistrauen	0	1	1	0	1	1	0	0	0	0
Flihet	0	1	0	0	0	1	0	0	0	0
Entfürung	0	1	0	0	0	1	0	1	1	0
trozig	0	1	1	0	0	0	0	0	0	0
schiffen es	0	1	0	0	0	0	0	0	0	0
zerlegete	0	0	0	0	0	0	0	1	0	0
Groß-vatter	0	0	0	0	0	0	0	0	0	1
unentschuldbarer	0	1	1	0	1	0	0	1	0	0
Begreiffen	1	0	0	0	0	0	0	0	0	0
Joa	1	0	0	0	0	0	0	0	0	0
Haid '	0	1	0	0	0	1	0	0	0	0
Leydn	0	1	0	0	0	0	0	0	0	0
Begreiffet	1	0	0	0	0	0	0	0	0	0
reicheste	1	0	0	1	0	0	1	0	0	0
Morgendämmrung	1	0	0	1	0	0	1	0	1	1
neugte	1	0	0	1	0	0	0	0	0	1
abtrettet	0	1	0	0	0	0	0	0	0	0
Jon	0	1	0	0	1	0	0	0	0	0
LEtstlich	1	0	0	1	0	0	0	0	0	0
lygt	0	1	1	0	1	0	0	0	0	0
belaydige	0	1	1	0	1	0	0	0	0	0
Maader	0	1	0	0	1	0	0	0	0	0
Trennet	0	1	0	0	0	0	0	1	0	0
überflus	1	1	0	1	1	0	1	0	0	1
Venger	0	1	0	0	0	1	0	0	0	0
Vergehene	0	1	1	0	1	1	0	1	0	0
Dankbarste	1	0	0	0	0	0	1	0	0	0
Schefts	0	0	0	0	0	1	0	0	0	0
Gräfinne	1	0	0	0	0	0	0	0	0	0
schiessest	0	1	1	0	0	1	0	0	0	0
Dolor	0	1	0	0	0	0	0	1	0	0
lahren	1	0	0	0	0	0	1	0	1	1
trungkenhayt	0	1	0	0	0	0	0	0	0	0
Höchste	0	1	0	0	0	0	0	0	0	0
Haßes	0	1	1	0	1	1	0	1	0	0
Vampir	0	1	1	0	1	1	0	0	0	0
Zehle	1	0	0	0	0	0	0	0	0	1
zerschmettr	0	1	0	0	0	0	0	1	0	0
erbawung	1	0	0	1	0	0	1	0	0	1
niens	0	1	0	0	1	0	0	0	1	0
gaff	0	0	0	0	0	0	0	0	1	0
schmertzhaftes	0	1	0	0	0	0	0	1	0	0
tödtlichem	0	1	1	0	1	1	0	1	0	0
schlammigt	0	1	0	0	1	0	0	0	0	0
schmertzhaften	0	1	0	0	0	0	0	1	0	0
tödtlicher	0	1	1	0	1	1	0	1	0	0
überleben es	1	0	0	0	0	0	0	0	0	0
Zehlt	1	0	0	0	0	0	0	0	0	1
allwissendt	1	0	0	0	0	0	0	0	0	1
Gicht	0	1	0	0	0	0	0	0	0	0
Declinations	0	1	0	0	0	0	0	0	0	0
weltlige	0	0	0	1	0	0	0	0	0	0
gaft	0	0	0	0	0	0	0	0	1	0
schlampig	0	1	0	0	1	0	0	0	0	0
ernsthafftes	1	0	0	0	0	0	0	0	0	0
trokkneste	0	1	0	0	0	0	0	1	0	0
nesten	0	0	0	0	0	0	0	0	0	1
zerissen	0	1	0	0	0	0	0	0	0	0
schifbahren	1	0	0	1	0	0	0	0	0	0
erwart't	0	0	0	1	0	0	0	0	0	0
fallend	0	1	0	0	0	0	0	1	0	0
schlüget	0	1	1	0	0	1	0	1	1	0
critisire	0	1	1	0	1	1	0	1	0	0
klassificirt	1	0	0	0	0	0	0	0	0	0
entschloßne	1	0	0	0	0	0	0	0	0	0
Entwässerung	0	1	0	0	0	0	0	0	0	0
währen	1	0	0	0	0	0	0	0	0	0
Tafflen	0	0	0	1	0	0	0	0	0	0
stritige	0	1	1	0	1	1	0	0	0	0
unschuldger	1	0	0	0	0	0	0	0	0	1
kampffes	0	1	1	0	0	1	0	1	0	0
SJnge	1	0	0	1	0	0	1	1	0	1
untheilbahrer	0	0	0	0	0	0	0	0	0	1
untheilbahres	0	0	0	0	0	0	0	0	0	1
Nothfäll	0	1	0	0	0	1	0	1	1	0
Lehrts	1	0	0	0	0	0	1	0	1	1
Zügnis	0	0	0	0	0	0	0	0	0	1
Aesse	1	0	0	0	0	0	0	0	0	0
Trotziger	0	1	1	0	0	0	0	0	0	0
untheilbahren	0	0	0	0	0	0	0	0	0	1
verfassern	1	0	0	0	0	0	0	0	0	1
fälschesten	0	1	1	0	1	0	0	0	0	0
Vberflüssige	0	1	0	0	0	0	0	0	0	0
gesunds	1	0	0	0	0	0	1	0	0	0
Comunikationen	0	0	0	0	0	0	0	0	0	1
ernsthafftem	1	0	0	0	0	0	0	0	0	0
inhafftiret	0	1	0	0	0	0	0	0	0	0
Cholic	0	1	0	0	0	0	0	0	0	0
lauernd	0	1	0	0	0	0	0	0	0	0
äufgehoben	0	1	0	0	0	0	0	0	0	0
Jnbegriffs	1	0	0	0	0	0	0	0	0	0
allersüssestes	1	0	0	1	0	0	1	0	1	1
frembdes	0	1	0	0	0	0	0	0	0	0
frembder	0	1	0	0	0	0	0	0	0	0
Chimikern	1	0	0	0	0	0	0	0	0	1
Niderlage	0	1	0	0	0	0	0	0	0	0
frembden	0	1	0	0	0	0	0	0	0	0
Vaer	1	0	0	0	0	0	0	0	0	0
allersüssestem	1	0	0	1	0	0	1	0	1	1
allersüssesten	1	0	0	1	0	0	1	0	1	1
GOLDT	1	0	0	0	0	0	0	0	0	0
schmotzigen	0	1	1	0	1	1	0	1	0	0
ergerte	0	1	1	0	1	0	0	0	0	0
berühmeter	1	0	0	0	0	0	0	0	0	0
berühmetes	1	0	0	0	0	0	0	0	0	0
frohere	1	0	0	1	0	0	1	0	0	0
bewachst	0	1	0	0	0	0	0	0	0	0
getodtet	0	1	0	0	0	1	0	1	0	0
bestädigte	1	0	0	0	0	0	0	0	0	0
Warzgen	0	1	0	0	1	0	0	0	0	0
frohern	1	0	0	1	0	0	1	0	0	0
beschiedest	1	1	0	0	1	0	0	1	0	0
explosiverem	0	1	1	1	0	1	0	0	1	0
Ärgeste	0	1	0	0	0	0	0	1	0	0
bewachse	0	1	0	0	0	0	0	0	0	0
Bestettiget	1	0	0	0	0	0	0	0	0	0
berühmeten	1	0	0	0	0	0	0	0	0	0
Rahm	0	1	1	1	0	0	0	0	0	0
zügelassen	1	0	0	0	0	0	0	0	0	0
Wörte	0	1	1	0	0	0	0	0	0	0
getrennet	0	1	0	0	0	0	0	1	0	0
Hoellen	0	1	1	0	1	1	0	1	0	0
Einfiuß	1	1	0	0	0	0	0	0	0	0
hartneckigter	0	1	0	0	0	0	0	0	0	0
anmasen	0	1	1	0	0	0	0	0	0	0
nicer	0	1	0	0	0	0	0	1	0	0
angohn	0	0	1	0	0	0	0	0	1	0
fein es	1	0	0	1	0	0	1	0	0	1
maß '	1	0	0	0	0	0	0	0	0	1
tasten	0	1	1	0	1	1	0	0	0	0
bankrott	0	1	0	0	0	1	0	1	0	0
schene	1	0	0	1	0	0	1	1	1	1
rätzelhafte	0	1	0	0	0	1	0	0	0	0
Irriges	0	1	1	0	0	0	0	0	0	0
endlos	1	1	1	0	0	1	1	1	0	1
läsern	1	0	0	0	0	0	0	0	0	0
Frömmere	1	0	0	1	0	0	1	0	0	1
Snellen	0	0	0	0	0	0	0	0	1	0
verletzen '	0	1	1	0	0	1	0	1	0	0
localisirte	0	0	0	1	0	0	0	0	0	0
Patenden	1	0	0	0	0	0	0	0	0	0
Kleenes	0	1	0	0	0	0	0	0	0	0
Kleener	0	1	0	0	0	0	0	0	0	0
ertranck	0	1	0	0	0	1	0	1	0	0
erforderlige	1	0	0	0	0	0	0	0	0	0
schnellesten	0	0	0	0	0	0	0	0	1	0
rettunge	1	0	0	1	0	0	1	0	1	1
ertruget	1	0	0	0	0	0	0	0	0	0
schuldhafften	0	1	0	0	0	0	0	0	0	0
Brüdr	1	0	0	0	0	0	0	0	0	1
wiegend	0	0	0	1	0	0	0	0	0	1
Beßter	1	0	0	1	0	0	1	0	1	1
Streisen	0	1	0	0	0	0	0	1	0	0
geheimniszvolle	0	0	0	1	0	1	0	0	1	0
unfruchtbarster	0	1	0	0	0	0	0	1	0	0
Dtadt	0	0	0	0	0	0	0	0	0	1
verdeien	1	0	0	0	0	0	0	0	0	0
mäge	0	0	0	0	0	1	0	0	0	0
zuckenn	0	1	0	1	1	1	0	1	1	0
präsidente	1	0	0	0	0	0	0	0	0	1
Demut	1	0	0	0	0	0	0	0	0	1
Galand	1	0	0	0	0	0	0	0	0	0
Undanckbaren	0	1	1	0	1	0	0	0	0	0
kirch '	1	0	0	1	0	0	1	0	0	1
Korporal	0	1	0	0	0	0	0	0	0	0
verwüst	0	1	1	0	0	1	0	1	0	0
munttere	1	0	0	1	0	0	1	0	1	0
unfruchtbarsten	0	1	0	0	0	0	0	1	0	0
gwonheiten	0	0	0	1	0	0	0	0	0	0
Krämpffen	0	1	0	1	0	0	0	0	0	0
meidend	0	1	1	0	1	0	0	1	0	0
Strig	0	1	1	0	0	1	0	1	0	0
Verabscheu	0	1	1	0	1	1	0	0	0	0
außlöschet	0	1	1	0	0	1	0	0	0	0
badt	1	0	0	0	0	0	0	0	0	0
wankelmütig	0	1	0	0	0	0	0	0	0	0
beweyse	0	0	0	0	0	0	0	0	0	1
Raderen	0	0	0	0	0	0	0	0	0	1
verdinen	1	0	0	0	0	0	0	0	0	0
dreyzehende	0	0	0	0	0	1	0	0	0	0
Kindergen	1	0	0	1	0	0	1	0	0	0
worthenn	0	1	1	0	0	0	0	0	0	0
Lesche	0	1	0	0	0	1	0	0	0	0
verliuret	0	1	0	0	0	1	0	0	0	0
verdinet	1	0	0	0	0	0	0	0	0	0
verzweiffelteres	0	1	0	0	0	1	0	1	0	0
Läugnest	0	1	0	1	0	0	0	0	0	0
außlöschen	0	1	1	0	0	1	0	0	0	0
geheilet	1	0	0	0	0	0	1	0	0	1
infectione	0	1	0	0	0	1	0	0	0	0
sasset	0	0	0	0	0	1	0	0	0	0
Bewähr '	0	0	0	0	0	0	0	0	0	1
Feuersbrunst	0	1	1	0	0	1	0	0	0	0
tükkisch	0	1	1	0	1	1	0	0	0	0
Witwer	0	0	0	0	0	0	0	1	0	0
Ehrgeizs	1	0	0	1	0	0	1	0	0	1
bruderschafft	1	0	0	0	0	0	0	0	0	1
Entdeckunge	1	0	0	0	0	0	0	0	0	0
esels	0	1	0	0	1	0	0	0	0	0
vntheilbares	0	0	0	0	0	0	0	0	0	1
Gschirrs	0	1	0	0	0	1	0	0	0	0
vntheilbaren	0	0	0	0	0	0	0	0	0	1
Ehrgeize	1	0	0	1	0	0	1	0	0	1
esell	0	1	0	0	1	0	0	0	0	0
dauchtete	1	0	0	1	0	1	1	0	1	1
zäl'te	1	0	0	0	0	0	0	0	0	1
Wahrzeichen	0	0	0	0	0	0	0	0	0	1
anzih'n	0	0	1	0	0	0	0	0	0	0
Goettern	1	0	0	1	0	1	1	0	0	1
Amnesty	1	0	0	0	0	0	1	0	0	0
Guttaes	1	0	0	1	0	0	1	0	1	1
Admi-ral	1	0	0	0	0	0	0	0	0	1
beßtes	1	0	0	1	0	0	1	0	1	1
erleüchteret	1	0	0	0	0	0	0	0	0	0
hocken	0	0	0	0	0	1	0	0	0	0
Unnmut	0	1	0	0	1	0	0	0	0	0
fremmder	0	1	0	0	0	0	0	0	0	0
vette	0	1	0	0	1	0	0	1	0	0
erfröuwet	1	0	0	1	0	0	1	0	1	0
ertragen es	1	0	0	0	0	0	0	0	0	0
böße	0	1	1	0	1	1	0	1	0	0
Verschlagne	0	1	0	0	0	0	0	0	0	0
liben	1	0	0	1	0	0	1	0	0	1
Schicht '	1	0	0	0	0	0	0	0	0	0
Manngel	0	1	1	0	1	1	0	1	0	0
chrlich	1	0	1	0	1	1	1	1	0	1
Gier'ger	0	1	0	0	1	0	0	0	0	0
schwärtzern	0	1	0	0	0	0	0	1	0	0
Duld '	1	0	0	0	0	0	0	0	0	0
Unverantwortliche	0	1	0	0	0	0	0	0	0	0
Chald	0	1	0	0	0	0	0	0	0	0
Konnige	1	0	0	0	0	0	0	0	0	0
Kompaße	0	0	0	0	0	0	0	0	0	1
beßtem	1	0	0	1	0	0	1	0	1	1
schnurreten	1	0	0	0	0	0	1	0	0	1
annähmet	0	0	0	0	0	0	0	0	0	1
Arret	1	0	0	0	0	0	1	0	0	1
Fäulsten	0	1	1	0	1	1	0	0	0	0
Gründung	1	0	0	0	0	0	0	0	0	0
Encyclopädien	1	0	0	0	0	0	0	0	0	1
Schmitt	0	0	0	0	0	0	0	0	0	1
Aaaß	1	0	0	0	0	0	0	0	0	0
orgelen	0	0	0	1	0	0	1	0	0	0
Heuchler	0	1	0	0	1	0	0	0	0	0
Glau-ben	1	0	0	0	0	0	0	0	0	1
Umarmung	1	0	0	0	0	0	1	0	0	1
Jsest	1	0	0	0	0	0	0	0	0	0
anmassete	0	1	1	0	0	0	0	0	0	0
Schmith	0	0	0	0	0	0	0	0	0	1
prophetischem	0	0	0	1	0	0	0	0	0	0
aλ	0	0	0	0	0	1	0	0	0	0
Heuchley	0	1	0	0	0	0	0	0	0	0
unterstüzung	1	0	0	0	0	0	0	0	0	1
GAleen	0	1	1	0	1	0	0	0	0	0
allervorzüglichstes	1	0	0	0	0	0	0	0	0	0
Herrene	1	0	0	0	0	0	0	0	0	1
Scandales	0	1	0	0	0	1	0	0	0	0
mannieren	1	0	0	0	0	0	0	0	0	0
Boycott	0	1	0	0	0	0	0	0	0	0
verordentliche	1	0	0	0	0	0	0	0	0	0
Verziehet	0	1	0	0	0	0	0	0	0	0
Pflastr	0	0	0	0	0	0	0	0	0	1
allervorzüglichsten	1	0	0	0	0	0	0	0	0	0
erfahrren	1	0	0	0	0	0	0	0	0	1
Müssiggängeren	0	1	0	0	0	0	0	0	0	0
Cohr	1	0	0	0	0	0	1	0	0	1
schlagest	0	1	1	0	0	1	0	1	1	0
Frühstükk	1	0	0	0	0	0	0	0	0	0
gout	1	0	0	1	0	0	1	0	1	1
charmen	1	0	0	0	0	0	0	0	0	0
Renovirungen	1	0	0	1	0	0	1	0	0	0
Conkurse	0	1	1	0	1	1	0	1	0	0
außwarffen	0	1	0	0	0	0	0	0	0	0
schicktn	1	0	0	0	0	0	0	0	0	1
schickts	1	0	0	0	0	0	0	0	0	1
jagen	0	1	1	1	0	1	0	0	0	0
stärckesten	1	0	0	0	0	0	0	0	0	0
empfolen	0	0	0	0	0	0	0	0	0	1
goul	0	1	1	0	0	0	0	0	0	0
besonder	1	0	0	0	0	0	1	0	0	0
Krötn	0	1	0	0	1	0	0	0	0	0
intim	1	0	0	1	0	0	1	0	0	1
verschwyndet	0	1	0	0	0	1	0	1	1	0
verwirr't	0	1	0	0	0	1	0	0	1	0
hölere	0	1	0	0	0	0	0	1	0	0
unterstüzte	1	0	0	0	0	0	0	0	0	0
Mathem	0	1	0	0	0	0	0	1	0	0
Kröte	0	1	0	0	1	0	0	0	0	0
Beweife	0	0	0	0	0	0	0	0	0	1
Alberne	0	1	0	0	0	0	1	0	0	0
Qual	0	1	1	0	0	1	0	1	0	0
Bewegung	0	0	0	1	0	0	0	0	0	0
Pflaster	0	0	0	0	0	0	0	0	0	1
Schießpulver	0	0	0	0	0	1	0	0	0	0
anmüthig	1	0	0	0	0	0	0	0	0	0
klags	0	0	0	0	0	0	0	1	0	0
Kernn	0	1	0	0	0	0	0	0	0	0
käzer	0	1	0	0	1	0	0	0	0	0
Uhrtheil	0	0	0	0	0	0	0	0	1	0
Sünden-Böck	0	1	1	0	0	1	0	0	0	0
ohnverschämte	0	1	0	0	0	0	0	0	0	0
steyen	0	1	1	0	0	0	0	0	0	0
getailt	0	1	0	0	0	0	0	0	0	0
fassets	0	0	0	0	0	1	0	0	0	0
Eerlichem	1	0	1	0	1	1	1	1	0	1
übligen	1	0	0	0	0	0	0	0	0	1
Korrektheit	0	0	0	0	0	0	0	0	0	1
Colera	0	1	0	0	1	1	0	1	0	0
RATAE	0	1	0	0	1	1	0	0	0	0
Diefes	0	1	1	0	0	0	0	0	0	0
Meisn	0	1	0	0	0	0	0	0	0	0
jovial	1	0	0	0	0	0	1	0	0	0
fassete	0	0	0	0	0	1	0	0	0	0
teüflischer	0	1	1	0	1	1	0	0	0	0
verschlingen ;	0	1	0	0	0	0	0	0	0	0
Czwischen	1	0	0	0	0	0	0	0	0	0
Meise	0	1	0	0	0	0	0	0	0	0
Erfindter	1	0	0	0	0	0	0	0	0	0
liberaleste	1	1	0	0	0	0	0	0	0	0
erhöbliche	1	0	0	0	0	0	0	0	0	0
Häßligkeit	0	1	0	0	1	1	0	1	0	0
abreiseten	0	1	0	0	0	0	0	1	0	0
Zusammenstoß	0	1	1	0	0	0	0	0	0	0
wollt'st	0	1	0	0	0	0	0	1	0	0
HAVD	0	1	0	0	0	0	0	1	0	0
geteylet	0	1	0	0	0	0	0	0	0	0
Gegene	0	1	0	0	0	0	0	0	0	0
irritierend	0	1	1	0	1	0	0	0	0	0
tucktest	0	1	0	0	0	1	0	0	0	0
bethete	1	0	0	1	0	1	1	0	1	1
Aaai	1	0	0	0	0	0	0	0	0	0
Hand [ buchen ]	0	0	0	0	0	0	0	0	0	1
Eleganz	1	0	0	1	0	0	1	0	0	1
anzunehmben	0	0	0	0	0	0	0	0	0	1
Aaal	0	0	0	0	0	1	0	0	0	0
schiekte	1	0	0	0	0	0	0	0	0	1
übertrefe	1	0	0	1	0	0	1	0	1	1
Deul	1	0	0	1	0	0	1	0	1	1
Hoffnungsvoller	1	0	0	1	0	0	1	0	1	1
Undanckbahrer	0	1	1	0	1	0	0	0	0	0
ablenkend	0	1	0	0	0	0	0	0	0	0
ehrerbiettung	1	0	0	0	0	0	0	0	0	1
unsinnigeres	0	1	0	0	0	0	0	1	0	0
verhaßet	0	1	1	0	1	1	0	0	0	0
buwe	1	0	0	0	0	0	0	0	0	0
vnschüldigste	1	0	0	0	0	0	0	0	0	1
Korpural	0	1	0	0	0	0	0	0	0	0
übertreft	1	0	0	1	0	0	1	0	1	1
misuerstandt	0	1	0	0	0	0	0	0	0	0
Aeßern	1	0	0	0	0	0	0	0	0	0
Liben	1	0	0	1	0	0	1	0	0	1
flöget	1	0	0	0	0	1	0	0	0	0
Hülf '	1	0	0	0	0	0	0	0	0	0
Hailliger	1	0	0	0	0	0	0	0	0	0
abdunkeln	0	1	0	0	0	1	0	1	0	0
Jnteresse es	1	0	0	0	0	0	0	0	0	0
ynbildind	0	1	0	0	0	0	0	0	0	0
Ansehn	1	0	0	0	0	0	1	0	0	1
gewahlt	0	1	1	0	0	1	0	1	0	0
sichr	1	0	0	0	0	0	0	0	0	1
ördentlichem	1	0	0	0	0	0	0	0	0	0
ördentlichen	1	0	0	0	0	0	0	0	0	0
beruchtiget	0	1	1	0	1	1	0	0	0	0
auffhelt	1	0	0	0	0	0	1	0	1	1
befetzt	1	0	0	0	0	0	0	0	0	0
lebend'ge	1	0	0	1	0	0	1	0	0	1
anmuthigeren	1	0	0	0	0	0	0	0	0	0
Schöppner	1	0	0	1	0	0	1	1	1	1
verstörest	0	1	0	0	0	0	0	1	0	0
Schaff't	1	0	0	0	0	0	1	0	0	0
Unpartheyisch	1	0	0	0	0	0	0	0	0	1
eccel	0	1	1	0	1	1	0	1	0	0
ördentlicher	1	0	0	0	0	0	0	0	0	0
ördentliches	1	0	0	0	0	0	0	0	0	0
getauchet	1	0	0	1	0	1	1	0	1	1
discreditiren	0	1	0	0	0	0	0	0	0	0
haimbsuchte	0	1	0	0	0	1	0	1	0	0
Zähere	0	1	0	0	0	0	0	1	0	0
schaafe	1	0	0	0	0	0	1	0	0	0
theyleten	0	1	0	0	0	0	0	0	0	0
verzweiflete	0	1	0	0	0	1	0	1	0	0
Ecel	0	1	1	0	1	1	0	1	0	0
Geschlechteren	1	0	0	1	0	0	1	0	0	1
Stahn	1	0	0	0	0	0	0	0	0	0
getäucht	1	0	0	1	0	1	1	0	1	1
Gefängniß	0	1	1	0	0	1	0	1	0	0
truckst	0	1	0	0	0	0	0	0	0	1
höhest	0	1	0	0	0	0	0	0	0	0
beschäfftig	1	0	0	1	0	0	1	0	0	1
trockens	0	1	0	0	0	0	0	1	0	0
zurükzogen	0	1	1	0	0	0	0	0	0	0
Terrorismus	0	1	1	0	1	1	0	1	0	0
klummen	0	0	0	0	1	0	0	0	0	0
Erfurcht	1	0	0	0	0	0	1	0	0	1
trotzigster	0	1	1	0	0	0	0	0	0	0
schwecheren	0	1	0	0	0	0	0	1	0	0
majestätschem	1	0	0	1	0	0	1	0	1	1
Humanitaire	1	0	0	1	0	0	1	0	1	1
beteuerliche	0	1	0	0	0	0	0	1	0	0
vertorbene	0	1	1	1	1	1	0	1	0	0
taumelend	0	0	0	0	0	0	0	0	1	0
Spornes	0	0	0	0	0	1	0	0	0	0
Erreichung	1	0	0	0	0	0	0	0	0	0
Prinzesin	1	0	0	0	0	0	0	0	0	0
Höuschreken	0	1	0	0	0	1	0	0	0	0
Burgermaister	1	0	0	0	0	0	0	0	0	0
veräusseret	0	1	0	0	0	0	0	0	0	0
majestätscher	1	0	0	1	0	0	1	0	1	1
Löhren	0	0	0	0	0	0	0	0	0	1
Bildnis	0	0	1	0	0	0	0	0	0	0
Erbauung	1	0	0	1	0	0	1	0	0	1
Kunsten	1	0	0	1	0	0	1	1	1	0
verziehend	0	1	0	0	0	0	0	0	0	0
loise	0	1	0	0	1	0	0	0	0	0
Trauers	0	1	0	0	0	1	0	1	0	0
werthvolles	1	0	0	0	0	0	0	0	0	0
Pentele	1	0	0	0	0	0	0	0	0	0
Kaempfer	0	1	1	0	0	1	0	0	0	0
